transaction_id,user_id,day_of_week,category,age,gender,country,device,payment_method,ip_address,location,transaction_time,item_quantity,shipping_address,browser_info,amount,hour,is_fraud
15,7971,4,electronics,56,M,USA,tablet,crypto,206.212.217.51,New York,2025-11-17 15:45:00,1,Same as billing,Safari,6.81349734242371,23,0.0
16,4375,0,groceries,58,F,Germany,desktop,crypto,16.213.69.242,Chicago,2025-12-08 20:15:00,4,Different,Firefox,942.2293963439504,19,0.0
17,3809,1,electronics,46,M,China,desktop,paypal,178.159.175.233,Guangzhou,2025-10-13 01:30:00,3,Different,Chrome,765.3553455942566,4,1.0
18,7081,4,clothing,52,M,France,tablet,paypal,116.74.158.176,Lyon,2026-01-18 10:30:00,5,Same as billing,Edge,442.7455869630968,20,0.0
19,9799,5,toys,43,M,France,mobile,bank_transfer,156.79.204.31,London,2025-12-19 10:45:00,3,Same as billing,Firefox,808.7981361465452,20,0.0
20,1590,2,home,49,M,USA,mobile,bank_transfer,73.203.69.184,New York,2025-12-30 23:30:00,2,Different,Firefox,107.20130231040746,23,1.0
21,4777,4,home,26,M,UK,desktop,debit_card,251.40.156.82,Chicago,2026-01-18 02:00:00,7,Different,Edge,89.41542701557229,11,0.0
22,7265,4,books,55,M,China,desktop,crypto,20.198.122.106,Chicago,2025-10-30 10:15:00,9,Same as billing,Chrome,57.768353154302744,12,0.0
23,6365,1,home,58,M,France,desktop,debit_card,7.76.228.189,London,2025-11-24 08:00:00,2,Same as billing,Safari,68.78583957567693,0,0.0
24,9994,1,books,31,M,UK,desktop,crypto,79.185.123.39,Bangalore,2026-01-13 19:15:00,6,Same as billing,Firefox,143.1292094162149,2,1.0
25,4077,0,clothing,54,M,Germany,mobile,debit_card,241.10.199.226,Montreal,2025-11-27 12:45:00,8,Different,Firefox,94.59184494935856,16,0.0
26,2396,5,toys,59,M,France,desktop,debit_card,145.255.251.134,Chicago,2026-01-18 08:00:00,3,Same as billing,Chrome,320.53501118611985,2,1.0
27,9877,6,home,77,M,Germany,tablet,bank_transfer,84.101.125.217,New York,2025-10-27 10:45:00,7,Same as billing,Firefox,817.6323322469246,14,1.0
28,989,5,clothing,48,M,USA,desktop,paypal,234.178.58.188,London,2025-12-31 20:45:00,6,Same as billing,Edge,2917.054492082718,9,1.0
29,5595,2,groceries,33,F,India,tablet,crypto,154.67.186.170,New York,2025-12-14 15:30:00,5,Different,Edge,70.54834546351816,18,0.0
30,2521,4,books,61,F,Germany,mobile,debit_card,239.109.201.107,New York,2026-01-07 03:45:00,5,Same as billing,Edge,110.47439433611359,11,0.0
31,669,6,toys,64,F,France,desktop,crypto,76.170.41.72,London,2025-10-10 08:15:00,4,Same as billing,Firefox,13.199705035300076,8,0.0
32,3090,0,home,70,M,UK,desktop,credit_card,156.188.206.130,Lyon,2025-11-03 21:30:00,4,Different,Safari,86.81691310074831,12,0.0
33,9703,0,toys,38,M,France,desktop,paypal,180.145.207.141,Guangzhou,2025-11-24 04:15:00,4,Same as billing,Safari,2910.760824380289,23,1.0
34,7925,4,electronics,77,M,China,tablet,debit_card,125.186.72.45,Lyon,2025-11-27 13:15:00,1,Different,Chrome,116.70186344528726,17,0.0
35,2417,4,toys,30,M,Germany,desktop,debit_card,72.144.152.97,Guangzhou,2026-01-01 18:00:00,4,Different,Edge,688.325082008008,4,1.0
36,5785,2,books,48,F,China,mobile,paypal,51.84.71.67,Toronto,2025-11-10 18:15:00,9,Same as billing,Safari,188.1223310543399,20,0.0
37,1435,6,toys,73,M,China,mobile,bank_transfer,125.36.190.134,Guangzhou,2025-12-04 05:15:00,2,Same as billing,Chrome,50.849358622081745,14,0.0
38,4299,3,groceries,37,F,China,mobile,debit_card,170.124.64.105,Lyon,2025-10-09 14:45:00,1,Same as billing,Chrome,1155.958941151094,6,0.0
39,8497,4,electronics,62,F,Canada,desktop,paypal,226.178.190.145,Chicago,2025-11-17 09:15:00,8,Different,Safari,17.539896982498497,20,0.0
40,1136,1,home,68,M,India,tablet,credit_card,63.39.219.108,Berlin,2025-12-15 01:30:00,7,Different,Firefox,545.883820883241,18,1.0
41,8402,0,clothing,26,F,India,tablet,paypal,222.39.0.71,Chicago,2025-12-03 18:45:00,8,Same as billing,Chrome,62.519657178142815,15,0.0
42,1628,6,electronics,79,M,France,tablet,bank_transfer,216.108.102.159,Birmingham,2025-10-07 08:45:00,7,Different,Firefox,152.50420177295925,2,1.0
43,9368,0,toys,18,F,Germany,desktop,debit_card,28.237.76.84,Berlin,2026-01-02 02:30:00,5,Same as billing,Safari,180.2542938642301,20,0.0
44,7524,2,books,72,M,USA,mobile,bank_transfer,144.87.2.50,New York,2025-10-22 18:15:00,4,Same as billing,Firefox,251.7034493177008,17,0.0
45,8078,1,toys,37,M,China,tablet,crypto,112.45.172.253,London,2026-01-12 01:15:00,2,Different,Safari,41.145759484909625,9,0.0
46,5493,3,toys,65,F,India,mobile,debit_card,3.36.30.117,New York,2025-10-07 09:45:00,4,Different,Edge,203.33045626128472,2,1.0
47,9479,6,books,76,M,Germany,desktop,bank_transfer,153.12.68.138,Bangalore,2025-11-26 04:45:00,5,Same as billing,Firefox,243.15066926827234,21,0.0
48,8375,2,electronics,58,F,UK,mobile,paypal,213.77.218.130,Bangalore,2025-11-12 02:15:00,4,Different,Chrome,460.01355552550825,3,0.0
49,7695,0,books,57,M,France,tablet,paypal,142.45.84.12,Toronto,2025-10-25 08:00:00,5,Same as billing,Chrome,38.30348654551065,8,0.0
50,8605,5,home,37,F,Canada,mobile,crypto,157.212.123.2,Lyon,2025-10-31 00:00:00,9,Same as billing,Firefox,11.043404750812565,22,0.0
51,2193,4,books,42,F,India,tablet,paypal,244.175.13.71,Berlin,2025-11-14 18:45:00,8,Different,Edge,4838.536813971041,5,1.0
52,2422,6,books,78,M,France,mobile,debit_card,68.249.73.239,Lyon,2026-01-01 07:00:00,6,Different,Firefox,39.19284169772746,20,0.0
53,964,4,groceries,41,F,India,mobile,debit_card,243.26.208.15,Berlin,2025-11-28 00:15:00,9,Different,Firefox,31.87337525489218,9,0.0
54,398,3,books,60,F,USA,tablet,bank_transfer,158.135.83.217,New York,2025-12-30 15:45:00,8,Different,Edge,249.1191659266148,23,1.0
55,2590,0,books,70,F,France,desktop,bank_transfer,198.133.186.134,New York,2025-11-07 14:00:00,2,Same as billing,Chrome,1820.4509289944008,18,1.0
56,9090,2,books,53,M,UK,desktop,bank_transfer,116.139.136.54,New York,2025-12-28 16:30:00,3,Same as billing,Firefox,91.44965896544699,18,0.0
57,1237,4,home,60,M,Germany,desktop,bank_transfer,223.33.87.11,Guangzhou,2025-11-07 15:45:00,2,Same as billing,Chrome,178.4362716816555,3,1.0
58,9955,2,groceries,76,M,USA,mobile,crypto,33.57.199.98,London,2026-01-15 13:45:00,8,Same as billing,Chrome,198.70774933044757,22,0.0
59,3300,5,books,49,F,France,tablet,paypal,238.18.183.245,Bangalore,2025-11-02 12:15:00,8,Different,Chrome,4368.7741942218945,1,1.0
60,3931,5,electronics,60,F,China,tablet,paypal,142.160.50.177,Lyon,2025-11-03 00:00:00,7,Same as billing,Edge,51.10029277482562,18,0.0
61,1486,3,books,68,M,UK,desktop,paypal,34.60.94.162,Guangzhou,2025-10-19 09:00:00,5,Different,Safari,958.3622392984239,11,0.0
62,4608,1,books,75,F,France,desktop,crypto,171.138.62.98,Lyon,2025-12-28 23:30:00,1,Same as billing,Firefox,67.35063114435863,6,0.0
63,9162,3,clothing,52,F,UK,mobile,bank_transfer,203.24.121.24,Chicago,2025-12-09 07:15:00,4,Different,Firefox,60.91474714370564,18,0.0
64,8254,3,toys,54,F,Canada,tablet,credit_card,25.127.62.233,Chicago,2025-10-08 02:45:00,3,Different,Chrome,83.04612368817645,6,0.0
65,9105,4,home,70,F,India,tablet,credit_card,125.241.39.159,London,2025-10-20 16:45:00,4,Same as billing,Edge,633.431545633136,3,1.0
66,8072,1,home,22,M,Canada,desktop,credit_card,250.225.84.34,Chicago,2025-12-31 06:45:00,1,Different,Safari,156.30680292748536,7,1.0
67,2900,0,home,33,M,UK,mobile,debit_card,144.217.201.36,Toronto,2025-11-04 16:15:00,5,Different,Safari,375.7920209447587,5,1.0
68,125,5,clothing,64,F,USA,tablet,bank_transfer,56.3.2.229,Bangalore,2026-01-16 14:15:00,5,Different,Safari,684.9102122196266,1,1.0
69,3834,3,groceries,48,M,India,desktop,paypal,209.209.117.248,Toronto,2025-12-10 21:45:00,8,Different,Edge,39.68378894438909,8,0.0
70,4100,1,books,46,F,India,desktop,credit_card,99.55.118.109,Berlin,2025-11-05 23:00:00,9,Same as billing,Safari,59.364071439344805,12,0.0
71,9141,4,clothing,28,M,China,mobile,debit_card,4.61.5.110,Lyon,2025-12-01 10:45:00,9,Same as billing,Edge,70.56354893698631,11,0.0
72,5970,2,toys,76,F,Germany,desktop,credit_card,137.209.10.4,Montreal,2025-10-15 07:45:00,3,Same as billing,Chrome,8.037973420603034,10,0.0
73,4387,1,clothing,50,F,China,tablet,bank_transfer,159.40.152.152,Guangzhou,2025-11-13 04:30:00,2,Same as billing,Firefox,4475.765904597152,9,1.0
74,8867,5,clothing,50,F,Germany,desktop,paypal,143.192.30.51,New York,2025-11-06 03:30:00,4,Same as billing,Firefox,74.4592641691027,23,0.0
75,8415,6,clothing,78,F,France,desktop,crypto,224.204.101.105,Montreal,2025-11-06 11:45:00,8,Same as billing,Edge,191.65436923269073,14,0.0
76,3134,6,electronics,48,F,UK,tablet,paypal,67.82.19.244,New York,2025-12-31 04:30:00,3,Different,Firefox,138.19994801856745,3,1.0
77,7963,2,clothing,65,F,China,mobile,crypto,225.84.117.39,Guangzhou,2025-10-17 02:45:00,8,Same as billing,Chrome,158.7956148219301,16,1.0
78,4877,1,groceries,67,M,China,desktop,credit_card,37.204.24.64,Bangalore,2025-12-15 15:45:00,1,Different,Firefox,379.90532487954124,7,0.0
79,7564,1,home,47,F,India,desktop,debit_card,143.117.28.121,Bangalore,2026-01-04 07:45:00,5,Different,Chrome,30.50980154054771,21,0.0
80,4506,4,electronics,42,M,UK,desktop,bank_transfer,167.196.143.112,Bangalore,2025-10-28 01:00:00,2,Different,Edge,3449.9138841082513,3,1.0
81,8223,1,home,45,M,France,desktop,bank_transfer,148.51.203.138,Bangalore,2026-01-09 07:30:00,2,Different,Firefox,21.289501362635924,14,0.0
82,5888,2,home,33,M,China,desktop,debit_card,236.228.183.156,Berlin,2025-10-16 22:00:00,9,Same as billing,Edge,463.11779271238976,3,1.0
83,5702,0,electronics,76,F,India,tablet,bank_transfer,63.120.99.165,New York,2025-12-01 19:45:00,1,Same as billing,Firefox,17.16853901070088,22,0.0
84,8243,1,electronics,22,M,UK,tablet,crypto,246.247.84.24,Chicago,2025-11-16 04:15:00,6,Same as billing,Safari,94.61783932903437,15,0.0
85,1303,3,electronics,34,M,France,mobile,crypto,123.32.178.207,Chicago,2025-12-07 01:15:00,9,Different,Firefox,64.21824103555153,21,0.0
86,6146,6,electronics,69,M,USA,desktop,debit_card,157.33.185.161,London,2025-11-08 18:15:00,1,Different,Firefox,93.13457410478063,3,0.0
87,8684,4,books,20,M,USA,tablet,credit_card,250.59.166.191,London,2025-11-10 10:15:00,8,Different,Edge,1081.7859706055965,10,0.0
88,2554,6,home,72,M,Canada,tablet,crypto,235.19.204.221,Chicago,2025-11-07 07:30:00,7,Same as billing,Safari,308.5710419436035,22,0.0
89,9144,6,clothing,28,F,India,desktop,paypal,142.113.171.114,Toronto,2026-01-08 18:15:00,9,Different,Chrome,498.2121204871536,13,1.0
90,323,1,electronics,75,F,Germany,mobile,credit_card,32.108.152.145,Toronto,2025-12-26 22:30:00,2,Different,Chrome,438.2339405639692,13,0.0
91,4755,5,books,41,F,UK,desktop,crypto,135.113.152.118,Toronto,2025-12-23 11:30:00,2,Same as billing,Edge,65.511674840826,18,0.0
92,7165,2,home,78,F,USA,desktop,crypto,58.0.54.36,Birmingham,2025-12-28 17:30:00,5,Different,Firefox,865.2921809002206,5,1.0
93,1777,2,clothing,77,M,Canada,tablet,credit_card,112.126.223.197,Lyon,2026-01-11 05:30:00,2,Different,Safari,770.4192005110021,3,1.0
94,788,0,electronics,26,M,UK,tablet,debit_card,85.172.215.207,New York,2025-10-18 00:00:00,3,Different,Edge,37.81467890087499,17,0.0
95,1909,4,books,66,F,India,desktop,paypal,229.10.251.176,Guangzhou,2025-11-08 20:30:00,3,Different,Firefox,4676.165404084455,18,1.0
96,5588,3,groceries,77,M,Germany,tablet,crypto,34.134.11.203,London,2025-11-15 10:45:00,6,Same as billing,Firefox,274.46477265086,16,0.0
97,8053,5,clothing,56,M,USA,mobile,debit_card,13.173.56.6,London,2026-01-10 17:15:00,9,Different,Firefox,69.80574791790934,2,1.0
98,4323,2,electronics,21,F,Germany,tablet,credit_card,3.247.245.187,Lyon,2025-12-27 12:15:00,7,Same as billing,Edge,3864.7783866795303,4,1.0
99,9210,5,electronics,46,F,UK,mobile,credit_card,231.144.177.65,Berlin,2025-12-24 12:45:00,2,Same as billing,Firefox,86.9241610454975,16,0.0
100,3777,4,toys,59,F,Canada,desktop,credit_card,48.226.77.119,New York,2025-12-21 07:45:00,8,Different,Firefox,408.73515355127495,5,1.0
101,5685,3,books,34,F,China,tablet,paypal,134.225.238.134,Montreal,2025-10-14 23:00:00,6,Same as billing,Firefox,70.53716212318061,10,0.0
102,6854,5,clothing,50,F,China,tablet,credit_card,237.9.110.41,New York,2025-11-28 06:45:00,1,Different,Chrome,6.6644930887691665,5,0.0
103,2942,4,electronics,20,M,UK,tablet,debit_card,214.193.78.56,Birmingham,2025-11-27 01:45:00,1,Same as billing,Edge,83.84427351030149,22,0.0
104,486,3,toys,76,F,China,tablet,debit_card,151.206.54.227,London,2025-12-30 07:15:00,1,Different,Firefox,54.52684834029337,18,0.0
105,664,5,electronics,67,M,France,mobile,paypal,96.189.134.201,Berlin,2025-12-17 06:45:00,7,Same as billing,Safari,1982.0083269985448,15,1.0
106,2379,4,home,38,M,Germany,desktop,bank_transfer,75.142.68.138,Berlin,2025-10-29 13:15:00,9,Different,Edge,4910.81198849802,23,1.0
107,7251,4,electronics,49,F,Canada,mobile,crypto,41.240.33.85,Birmingham,2025-10-26 09:30:00,7,Same as billing,Firefox,466.8269186636236,3,1.0
108,5419,3,home,27,M,Canada,mobile,debit_card,169.242.28.226,London,2025-12-27 18:30:00,4,Different,Edge,974.7853914852418,7,1.0
109,5740,6,books,35,F,Canada,mobile,crypto,80.89.247.150,Montreal,2026-01-10 00:45:00,6,Different,Firefox,162.11993672580604,5,0.0
110,6743,1,clothing,52,M,USA,mobile,bank_transfer,55.196.219.102,London,2025-10-31 09:00:00,5,Different,Firefox,1382.166634849027,11,0.0
111,5174,3,toys,71,M,France,mobile,credit_card,116.116.89.153,New York,2025-12-03 13:45:00,9,Same as billing,Edge,48.85126576692562,8,0.0
112,3583,5,clothing,66,F,Germany,tablet,debit_card,6.52.73.134,Bangalore,2025-12-16 05:45:00,6,Different,Chrome,743.4860926382155,18,0.0
113,4778,3,clothing,27,F,USA,mobile,debit_card,10.134.120.34,Bangalore,2025-11-17 16:45:00,8,Different,Safari,14.396324932107007,15,0.0
114,3795,5,books,51,M,Germany,mobile,bank_transfer,131.25.187.113,Guangzhou,2025-10-18 16:45:00,1,Same as billing,Chrome,2566.99555472998,5,1.0
115,970,4,home,29,F,Germany,desktop,bank_transfer,201.117.200.155,Lyon,2026-01-05 17:15:00,7,Different,Chrome,50.98233004527121,19,0.0
116,3015,5,electronics,38,M,Canada,tablet,bank_transfer,202.245.77.227,Guangzhou,2025-11-18 04:15:00,9,Same as billing,Firefox,96.24649005585232,12,0.0
117,1821,0,home,44,F,India,tablet,bank_transfer,197.132.135.226,Lyon,2025-12-25 14:00:00,9,Same as billing,Edge,639.5060122050875,0,1.0
118,4877,4,electronics,58,F,France,tablet,debit_card,115.137.31.77,Birmingham,2025-10-14 23:15:00,6,Different,Firefox,1444.5012950013893,11,1.0
119,3490,2,home,40,F,China,desktop,paypal,58.92.165.219,New York,2025-10-31 10:00:00,4,Different,Safari,392.2383872259131,21,1.0
120,3291,5,toys,66,F,France,desktop,debit_card,25.56.63.69,Berlin,2025-11-18 09:45:00,3,Same as billing,Chrome,163.7079281695836,17,0.0
121,5935,0,books,26,F,UK,tablet,paypal,166.154.208.4,Bangalore,2025-12-21 04:00:00,2,Different,Safari,568.7811842505149,3,1.0
122,3905,6,groceries,31,M,UK,mobile,bank_transfer,170.23.78.180,New York,2025-11-19 22:00:00,9,Different,Safari,312.19366124931264,7,0.0
123,9321,5,clothing,22,M,India,tablet,paypal,63.118.174.128,Bangalore,2025-12-28 20:00:00,8,Same as billing,Chrome,19.687554069801696,9,0.0
124,7155,5,books,74,M,Canada,desktop,debit_card,96.189.12.162,London,2025-12-08 04:30:00,8,Different,Firefox,13.688585456141984,15,0.0
125,5185,0,electronics,67,M,France,desktop,credit_card,57.136.4.155,London,2025-11-10 21:30:00,8,Same as billing,Edge,17.217018885449036,18,0.0
126,3317,0,home,40,M,USA,mobile,crypto,182.217.244.96,Berlin,2025-11-24 21:45:00,4,Same as billing,Chrome,19.48028238450319,21,0.0
127,3683,6,groceries,34,F,USA,mobile,crypto,157.222.197.228,Bangalore,2025-11-11 09:45:00,1,Different,Edge,44.21945260287775,17,0.0
128,1305,2,books,25,F,France,mobile,debit_card,91.24.150.192,New York,2025-11-18 12:15:00,2,Same as billing,Safari,346.9738307925029,13,0.0
129,1763,6,electronics,47,M,France,tablet,credit_card,93.193.45.133,Montreal,2026-01-10 07:15:00,2,Different,Safari,87.58641122858666,15,0.0
130,160,5,clothing,19,F,China,mobile,credit_card,106.25.94.75,Montreal,2025-10-19 18:00:00,7,Same as billing,Chrome,54.68782550668167,13,0.0
131,4410,2,books,19,F,UK,tablet,crypto,123.216.89.79,Berlin,2025-12-11 13:00:00,3,Same as billing,Firefox,876.7070238625431,1,1.0
132,9596,2,clothing,39,M,Germany,tablet,crypto,232.184.114.73,Berlin,2025-11-08 12:30:00,5,Same as billing,Edge,80.2746378866595,7,0.0
133,495,3,clothing,73,M,India,tablet,debit_card,122.164.144.194,Birmingham,2025-10-12 07:30:00,7,Same as billing,Firefox,1678.066885886357,21,0.0
134,9369,2,books,70,M,UK,mobile,paypal,241.214.34.64,Toronto,2025-12-06 08:30:00,7,Same as billing,Chrome,27.23600604863316,16,0.0
135,2207,0,books,50,F,France,tablet,crypto,246.139.93.105,Lyon,2025-12-31 05:15:00,4,Different,Edge,17.924702839587475,7,0.0
136,5894,4,groceries,39,M,USA,desktop,bank_transfer,116.118.59.194,Montreal,2026-01-13 02:15:00,4,Same as billing,Edge,948.7862269490637,2,1.0
137,5992,0,groceries,37,M,China,mobile,paypal,194.89.154.207,Birmingham,2025-10-08 00:00:00,6,Different,Chrome,243.93161255453228,12,0.0
138,7506,0,groceries,40,M,Canada,tablet,paypal,127.106.25.92,New York,2025-12-15 14:15:00,4,Different,Edge,366.0889890720627,10,0.0
139,5726,2,toys,78,F,China,desktop,crypto,50.7.111.98,Guangzhou,2025-10-22 18:00:00,5,Different,Edge,4981.405334765959,2,1.0
140,2435,5,books,67,M,USA,mobile,crypto,207.231.252.36,New York,2026-01-06 13:45:00,9,Same as billing,Safari,1449.7832231874115,10,0.0
141,306,1,groceries,63,F,France,mobile,debit_card,152.199.214.112,Chicago,2025-10-08 05:45:00,6,Different,Edge,220.6109648809076,10,0.0
142,681,5,groceries,72,M,USA,tablet,debit_card,70.95.26.115,Toronto,2025-12-27 03:45:00,8,Same as billing,Safari,3984.9904761905527,22,1.0
143,5951,4,home,71,M,USA,mobile,credit_card,117.152.66.172,Bangalore,2025-12-13 21:15:00,2,Different,Edge,319.25830983996553,17,1.0
144,7834,3,clothing,73,F,Germany,desktop,bank_transfer,43.248.35.64,New York,2025-10-07 08:15:00,3,Different,Edge,56.20093171339329,19,0.0
145,7810,1,electronics,53,M,India,mobile,paypal,34.239.25.25,Chicago,2025-12-28 03:45:00,9,Same as billing,Edge,1150.6730396148819,6,1.0
146,9357,5,clothing,46,F,India,desktop,crypto,109.197.57.244,Montreal,2025-12-17 03:30:00,3,Same as billing,Safari,578.6495901971882,5,1.0
147,9390,5,clothing,30,F,India,tablet,credit_card,219.227.137.198,Birmingham,2025-12-02 11:15:00,9,Same as billing,Edge,94.78122972675209,7,0.0
148,9014,6,books,19,F,Germany,desktop,credit_card,67.87.14.17,Berlin,2025-10-18 03:00:00,7,Same as billing,Firefox,3047.68355752539,17,1.0
149,4905,6,electronics,32,M,Canada,tablet,paypal,38.232.141.218,New York,2025-10-21 00:45:00,5,Different,Chrome,3980.4394819213594,2,1.0
150,8005,5,books,28,F,France,tablet,debit_card,151.90.42.193,Bangalore,2025-11-25 10:45:00,8,Different,Chrome,52.41409467325269,21,0.0
151,3041,0,groceries,68,F,UK,desktop,bank_transfer,209.111.128.153,Montreal,2025-12-08 13:15:00,5,Different,Firefox,18.33240098619366,16,0.0
152,7827,3,clothing,79,M,China,desktop,crypto,88.217.14.131,Berlin,2025-12-08 21:45:00,5,Different,Chrome,75.97704141885306,21,0.0
153,3174,5,electronics,36,M,USA,tablet,credit_card,87.92.114.178,Berlin,2025-11-15 18:15:00,3,Different,Safari,292.3504656045787,3,0.0
154,9879,3,electronics,69,M,USA,mobile,bank_transfer,95.16.130.27,Montreal,2026-01-02 23:30:00,5,Different,Safari,3029.1454558899122,10,1.0
155,5552,3,electronics,53,F,France,desktop,crypto,20.97.152.94,Guangzhou,2025-11-30 21:15:00,2,Same as billing,Edge,84.87013099783843,21,0.0
156,1456,4,toys,35,F,USA,tablet,debit_card,201.237.220.53,Birmingham,2025-12-17 20:15:00,1,Same as billing,Safari,1446.8947904600122,9,0.0
157,4306,3,groceries,43,M,Canada,desktop,crypto,29.70.100.40,Guangzhou,2025-12-01 07:15:00,1,Same as billing,Chrome,73.45833621394127,21,0.0
158,4758,3,books,19,M,Canada,desktop,bank_transfer,9.57.185.157,Guangzhou,2025-10-07 07:45:00,5,Same as billing,Edge,90.16827942929913,22,0.0
159,4325,5,books,63,F,France,tablet,bank_transfer,248.51.105.195,Birmingham,2025-12-05 02:30:00,6,Same as billing,Safari,43.881807794566335,8,0.0
160,9204,6,books,61,M,India,tablet,paypal,177.179.78.200,Birmingham,2025-11-21 16:30:00,2,Different,Chrome,156.02920193591143,20,1.0
161,2834,2,books,18,F,Germany,tablet,debit_card,152.101.78.191,New York,2025-10-07 07:15:00,1,Different,Firefox,304.76221161441754,9,0.0
162,5147,2,toys,19,M,China,desktop,crypto,46.59.190.0,Lyon,2025-11-19 18:30:00,9,Different,Chrome,757.5136230945209,9,1.0
163,8167,4,home,32,F,India,mobile,debit_card,192.163.7.68,Berlin,2025-12-24 04:45:00,7,Same as billing,Firefox,432.02088336346463,21,0.0
164,2932,1,groceries,21,M,India,mobile,crypto,182.114.89.193,Toronto,2025-10-14 15:45:00,2,Different,Firefox,1341.5159649148773,16,1.0
165,945,6,electronics,19,M,USA,mobile,debit_card,23.150.227.71,Chicago,2025-10-28 12:45:00,4,Same as billing,Safari,383.1253449494036,14,0.0
166,2831,0,electronics,79,F,USA,desktop,debit_card,217.112.90.237,Toronto,2025-10-08 02:30:00,8,Same as billing,Chrome,614.4225774178858,11,1.0
167,307,1,groceries,52,F,China,tablet,credit_card,240.66.73.243,Chicago,2026-01-15 11:00:00,9,Different,Firefox,3678.0568566310003,4,1.0
168,2596,2,toys,30,M,Canada,desktop,bank_transfer,246.201.181.131,Chicago,2026-01-07 15:30:00,8,Different,Edge,191.3296226267054,4,1.0
169,5535,5,books,22,F,Canada,mobile,paypal,177.233.193.213,Birmingham,2025-12-29 13:00:00,2,Same as billing,Firefox,13.998186834502667,2,0.0
170,5884,0,books,79,F,USA,desktop,crypto,84.27.190.217,Chicago,2025-10-30 06:00:00,7,Same as billing,Edge,692.533167173578,12,0.0
171,927,0,clothing,26,M,USA,mobile,crypto,96.2.3.60,Berlin,2025-10-17 08:15:00,7,Same as billing,Chrome,10.131524405856364,19,0.0
172,537,2,electronics,65,F,India,desktop,debit_card,207.15.46.102,Birmingham,2026-01-13 01:00:00,3,Different,Chrome,309.4753591337949,4,1.0
173,5777,4,electronics,21,F,India,tablet,bank_transfer,156.241.188.32,Montreal,2025-12-19 12:30:00,9,Different,Firefox,4341.118225109897,5,1.0
174,4553,0,electronics,26,F,Germany,desktop,credit_card,59.227.1.158,Bangalore,2025-12-16 17:15:00,4,Different,Edge,1952.317502385884,4,1.0
175,4246,0,electronics,32,M,China,tablet,credit_card,18.150.103.22,New York,2025-10-10 18:00:00,7,Same as billing,Edge,106.29783896122595,16,0.0
176,401,2,toys,29,M,Canada,desktop,paypal,179.75.120.52,New York,2025-10-10 04:00:00,5,Same as billing,Safari,99.7229610832296,13,0.0
177,541,4,electronics,78,F,Canada,desktop,paypal,137.248.112.173,Guangzhou,2025-11-03 08:45:00,1,Different,Edge,24.492401036354593,6,0.0
178,9653,5,groceries,44,M,USA,mobile,paypal,78.232.105.136,Montreal,2026-01-08 09:15:00,6,Same as billing,Safari,394.9496407252137,15,0.0
179,6689,1,toys,32,M,UK,mobile,crypto,127.29.88.142,New York,2025-11-23 00:15:00,5,Same as billing,Edge,4839.090644594037,0,1.0
180,4312,5,groceries,70,F,Germany,tablet,crypto,194.186.100.234,London,2025-12-07 13:30:00,9,Same as billing,Firefox,30.890354313500012,3,0.0
