transaction_id,user_id,day_of_week,category,age,gender,country,device,payment_method,ip_address,location,transaction_time,item_quantity,shipping_address,browser_info,amount,hour,is_fraud
35,4315,0,mobile_recharge,20,F,Kolkata,mobile,upi,44.193.156.13,Lucknow,2026-01-29 13:00:00,9,Same as billing,Firefox,498.03582585845044,12,0.0
36,2337,3,groceries,48,M,Chennai,mobile,credit_card,131.4.160.98,Ahmedabad,2025-11-28 01:45:00,2,Same as billing,Chrome,1152.440607261899,14,0.0
37,9958,2,clothing,52,F,Chennai,desktop,credit_card,184.55.46.80,Pune,2026-01-03 08:00:00,7,Different,Safari,41945.31891376379,9,0.0
38,9440,2,groceries,51,M,Mumbai,mobile,debit_card,104.217.63.216,Hyderabad,2026-01-11 12:45:00,3,Same as billing,Edge,24050.94367488177,16,0.0
39,8433,3,mobile_recharge,73,M,Bangalore,mobile,upi,235.221.168.101,Ahmedabad,2026-01-02 11:30:00,8,Same as billing,Edge,9114.994275375748,12,1.0
40,4728,3,mobile_recharge,58,M,Hyderabad,tablet,credit_card,194.46.170.180,Bangalore,2025-11-03 09:45:00,7,Same as billing,Firefox,577.8901444940833,21,0.0
41,9879,6,groceries,20,F,Delhi,desktop,debit_card,125.111.97.99,Lucknow,2025-11-08 14:45:00,5,Same as billing,Safari,15786.620662490486,23,1.0
42,9724,3,food_delivery,54,F,Mumbai,desktop,wallet,198.245.9.36,Hyderabad,2026-01-14 19:45:00,6,Different,Firefox,7837.589241558531,5,1.0
43,9581,3,food_delivery,73,F,Hyderabad,tablet,wallet,173.53.63.147,Hyderabad,2025-12-31 14:30:00,4,Same as billing,Edge,13116.1880257575,13,1.0
44,4737,0,mobile_recharge,51,F,Pune,tablet,credit_card,163.166.229.77,Bangalore,2026-01-11 15:00:00,4,Different,Edge,807.0467824566591,9,0.0
45,8103,4,mobile_recharge,52,F,Pune,mobile,net_banking,206.60.232.244,Pune,2025-11-15 17:15:00,1,Different,Chrome,614.236372740455,7,0.0
46,6357,5,food_delivery,39,F,Pune,mobile,debit_card,103.3.77.174,Ahmedabad,2025-12-07 07:30:00,5,Same as billing,Safari,4351.706434938327,4,1.0
47,2066,5,food_delivery,46,F,Pune,desktop,credit_card,252.21.220.252,Lucknow,2025-11-28 22:30:00,3,Same as billing,Firefox,382.3134086528639,10,0.0
48,741,2,food_delivery,46,F,Bangalore,desktop,credit_card,172.68.247.82,Bangalore,2026-02-07 01:45:00,7,Different,Safari,2961.6934794581903,23,1.0
49,2075,3,electronics,56,M,Kolkata,desktop,debit_card,199.82.193.236,Jaipur,2026-01-06 21:45:00,3,Different,Firefox,6098.182970733253,12,0.0
50,7717,6,mobile_recharge,27,F,Bangalore,mobile,upi,26.214.157.158,Delhi,2025-10-19 16:15:00,9,Same as billing,Safari,791.5950253383594,19,0.0
51,349,1,groceries,29,M,Chennai,tablet,wallet,178.181.228.218,Pune,2025-11-17 13:45:00,5,Same as billing,Edge,4336.083436284397,6,0.0
52,8719,2,food_delivery,27,M,Delhi,desktop,net_banking,11.249.135.28,Pune,2026-01-31 02:45:00,3,Same as billing,Edge,706.5714400307979,15,0.0
53,5227,4,mobile_recharge,51,M,Bangalore,desktop,wallet,80.38.133.6,Chennai,2025-12-25 07:45:00,3,Same as billing,Firefox,5660.334700506935,15,1.0
54,4449,5,clothing,66,M,Chennai,mobile,upi,53.201.61.101,Jaipur,2026-01-26 08:45:00,5,Different,Safari,13551.601668632287,21,0.0
55,1514,6,books,50,F,Delhi,mobile,credit_card,54.10.71.109,Ahmedabad,2026-01-21 02:00:00,3,Same as billing,Edge,67215.6638791261,2,0.0
56,1746,5,groceries,37,F,Pune,tablet,credit_card,75.242.216.11,Chennai,2025-10-24 12:45:00,8,Same as billing,Edge,23518.553396518808,19,0.0
57,6786,1,electronics,30,F,Delhi,mobile,credit_card,199.158.156.68,Delhi,2025-11-23 15:30:00,2,Different,Safari,166840.83319615366,23,1.0
58,8366,5,groceries,56,F,Hyderabad,tablet,net_banking,61.171.61.24,Pune,2026-02-04 05:00:00,5,Same as billing,Edge,11660.936140656275,13,1.0
59,2168,1,food_delivery,55,M,Delhi,tablet,debit_card,184.250.106.103,Ahmedabad,2026-01-26 23:30:00,5,Different,Safari,638.9653793427458,22,0.0
60,9897,3,groceries,25,M,Delhi,mobile,net_banking,95.140.203.137,Ahmedabad,2026-02-01 12:45:00,9,Same as billing,Edge,24312.430284264574,17,0.0
61,7414,1,clothing,66,F,Delhi,desktop,debit_card,62.185.116.116,Ahmedabad,2025-12-24 18:30:00,7,Different,Firefox,8244.708203720835,14,0.0
62,3301,5,food_delivery,46,F,Delhi,desktop,net_banking,240.48.218.61,Lucknow,2025-12-07 11:45:00,4,Different,Edge,9550.410601641011,0,1.0
63,7644,1,groceries,23,F,Delhi,desktop,credit_card,172.172.55.23,Ahmedabad,2025-11-02 21:30:00,6,Different,Firefox,96287.18080292371,10,1.0
64,5447,2,mobile_recharge,53,M,Chennai,desktop,net_banking,53.249.192.195,Bangalore,2025-11-07 06:30:00,9,Same as billing,Firefox,6252.161482227977,5,1.0
65,5875,1,electronics,60,M,Delhi,desktop,upi,230.40.215.166,Hyderabad,2026-01-19 14:45:00,6,Different,Safari,22497.983374415602,8,0.0
66,5548,4,clothing,42,F,Bangalore,tablet,upi,176.206.244.65,Jaipur,2025-10-28 17:45:00,4,Same as billing,Chrome,8362.167178572183,7,0.0
67,2389,4,food_delivery,28,F,Pune,mobile,credit_card,203.21.177.96,Ahmedabad,2026-01-08 00:00:00,5,Different,Safari,972.3650307435294,18,0.0
68,1548,0,food_delivery,68,F,Delhi,mobile,wallet,8.32.197.236,Jaipur,2025-11-19 05:00:00,1,Different,Firefox,11284.39018899072,10,1.0
69,6992,4,food_delivery,69,F,Delhi,desktop,wallet,192.203.101.38,Lucknow,2025-10-08 09:45:00,8,Same as billing,Edge,1772.4778704631437,17,0.0
70,440,4,electronics,72,F,Delhi,desktop,net_banking,131.125.158.156,Delhi,2026-01-18 07:15:00,3,Different,Edge,92387.36303002316,13,1.0
71,1329,0,groceries,20,M,Kolkata,desktop,wallet,225.250.213.83,Bangalore,2025-10-25 03:45:00,9,Same as billing,Chrome,149305.85865139935,8,1.0
72,6072,5,groceries,78,M,Pune,mobile,upi,209.157.206.68,Pune,2025-12-22 11:15:00,5,Same as billing,Edge,14246.050245777458,10,1.0
73,2516,0,books,39,M,Chennai,tablet,net_banking,137.30.13.58,Lucknow,2026-01-28 06:30:00,8,Different,Edge,62584.03574076113,10,0.0
74,8851,0,clothing,22,M,Kolkata,desktop,credit_card,48.232.238.63,Chennai,2025-11-14 14:45:00,7,Different,Safari,5171.741578198543,9,0.0
75,615,6,clothing,63,F,Delhi,tablet,credit_card,50.227.98.1,Ahmedabad,2025-12-02 23:30:00,4,Same as billing,Firefox,118873.28607688712,20,1.0
76,8680,5,food_delivery,60,M,Mumbai,desktop,upi,127.182.202.25,Pune,2025-10-14 07:00:00,4,Same as billing,Chrome,810.7667013887343,17,0.0
77,8615,6,electronics,37,M,Kolkata,mobile,upi,84.212.116.68,Hyderabad,2026-01-04 03:15:00,4,Different,Chrome,97354.87043316019,21,1.0
78,3301,2,food_delivery,44,F,Delhi,desktop,debit_card,252.167.7.198,Chennai,2026-02-06 00:45:00,7,Different,Safari,1405.5908201508382,9,0.0
79,9007,2,food_delivery,58,M,Chennai,tablet,credit_card,101.43.212.188,Jaipur,2025-10-23 18:00:00,1,Same as billing,Safari,9012.439566857352,18,1.0
80,3274,0,books,24,M,Chennai,tablet,debit_card,169.97.52.140,Lucknow,2025-12-07 01:45:00,9,Same as billing,Firefox,38408.265132698216,5,1.0
81,7521,6,groceries,29,F,Hyderabad,desktop,credit_card,169.56.213.157,Chennai,2025-10-11 11:15:00,7,Different,Firefox,17938.61154677326,19,0.0
82,153,6,groceries,42,M,Chennai,tablet,upi,36.204.133.155,Bangalore,2025-11-17 21:45:00,9,Different,Firefox,17036.145458497922,17,0.0
83,2835,5,electronics,55,M,Bangalore,desktop,debit_card,127.67.167.49,Kolkata,2025-12-15 16:00:00,9,Same as billing,Edge,15276.967747090457,1,0.0
84,2950,3,food_delivery,76,F,Pune,desktop,wallet,128.198.30.3,Kolkata,2025-11-18 17:00:00,4,Different,Firefox,1680.8856684500774,14,0.0
85,979,6,food_delivery,45,M,Bangalore,desktop,wallet,87.191.12.86,Mumbai,2026-01-07 10:45:00,2,Same as billing,Chrome,12638.369370478656,4,1.0
86,6227,3,food_delivery,44,F,Hyderabad,tablet,wallet,79.242.127.170,Mumbai,2026-01-03 16:30:00,4,Same as billing,Safari,1643.7850670642135,3,0.0
87,9053,1,clothing,70,M,Kolkata,tablet,wallet,156.135.88.146,Mumbai,2026-01-15 12:15:00,3,Same as billing,Chrome,9457.177587969367,19,0.0
88,8806,0,clothing,64,F,Delhi,tablet,debit_card,232.19.79.240,Bangalore,2025-10-30 15:30:00,4,Different,Firefox,159595.40249765723,9,1.0
89,2811,4,food_delivery,19,M,Chennai,mobile,credit_card,60.231.125.199,Kolkata,2025-12-26 03:00:00,6,Different,Firefox,4781.5168544847875,0,1.0
90,6539,6,books,33,F,Mumbai,tablet,net_banking,107.175.104.135,Hyderabad,2025-10-07 17:30:00,2,Different,Firefox,201468.83845479743,13,1.0
91,394,1,groceries,63,M,Delhi,desktop,debit_card,52.59.126.177,Mumbai,2025-12-05 14:00:00,4,Different,Firefox,262135.48086905538,9,1.0
92,8140,3,clothing,31,M,Kolkata,mobile,upi,122.189.32.78,Bangalore,2026-01-26 22:45:00,5,Different,Edge,6803.77599616189,15,0.0
93,5691,4,mobile_recharge,32,F,Kolkata,tablet,upi,35.235.92.165,Delhi,2026-01-20 18:00:00,2,Different,Chrome,2903.04644457344,21,1.0
94,9954,0,electronics,27,F,Pune,desktop,upi,171.153.164.206,Lucknow,2026-02-08 13:15:00,2,Different,Firefox,25012.659988369887,21,0.0
95,8999,0,clothing,30,F,Mumbai,tablet,net_banking,18.246.135.201,Chennai,2026-01-10 04:15:00,7,Same as billing,Chrome,11154.51468018532,22,0.0
96,3367,5,electronics,43,M,Delhi,tablet,net_banking,54.222.14.82,Mumbai,2025-10-28 00:45:00,1,Different,Safari,13216.957058326003,20,0.0
97,6125,3,books,34,F,Hyderabad,desktop,credit_card,125.222.194.219,Chennai,2026-01-17 11:00:00,8,Different,Safari,4154.393853597325,19,0.0
98,1278,5,books,64,M,Mumbai,mobile,credit_card,245.98.47.14,Chennai,2026-02-02 05:45:00,4,Same as billing,Firefox,18207.47971276135,7,0.0
99,8059,1,clothing,72,F,Chennai,desktop,debit_card,209.125.8.220,Bangalore,2025-12-15 19:30:00,3,Same as billing,Firefox,12502.410378116436,20,1.0
100,1729,0,books,43,F,Chennai,tablet,credit_card,92.96.194.43,Kolkata,2025-11-17 23:15:00,3,Same as billing,Edge,51111.97504037927,16,1.0
101,3983,4,groceries,59,M,Chennai,desktop,credit_card,164.81.47.233,Ahmedabad,2025-12-26 19:45:00,9,Same as billing,Chrome,894.8814962616351,7,0.0
102,4689,0,electronics,63,F,Chennai,mobile,upi,11.133.109.238,Chennai,2026-02-05 18:30:00,6,Different,Chrome,140033.29439454002,3,1.0
103,2789,0,clothing,50,F,Delhi,mobile,upi,37.20.186.15,Delhi,2026-01-03 08:45:00,4,Same as billing,Safari,2197.942836792963,21,0.0
104,7068,2,groceries,72,F,Chennai,desktop,debit_card,101.170.120.137,Mumbai,2025-11-16 04:30:00,3,Same as billing,Safari,40376.57128234202,18,0.0
105,2006,6,books,32,F,Mumbai,desktop,net_banking,197.224.214.85,Lucknow,2025-10-14 18:00:00,8,Same as billing,Safari,104.6309954156131,10,0.0
106,2033,0,electronics,57,F,Kolkata,tablet,credit_card,86.189.84.224,Chennai,2025-10-21 09:45:00,5,Different,Safari,127764.19949656972,0,1.0
107,5707,4,groceries,79,F,Bangalore,mobile,net_banking,71.197.140.106,Jaipur,2025-12-04 18:45:00,2,Different,Firefox,19643.418257388876,13,0.0
108,1854,6,mobile_recharge,74,M,Chennai,desktop,debit_card,92.177.40.216,Jaipur,2026-01-05 11:15:00,1,Same as billing,Safari,439.9886558762141,10,0.0
109,8343,3,books,44,F,Delhi,desktop,wallet,144.138.249.129,Pune,2026-01-25 13:15:00,2,Different,Firefox,2406.2424843616736,5,1.0
110,9821,2,mobile_recharge,27,M,Hyderabad,mobile,wallet,243.251.229.8,Delhi,2025-10-08 13:15:00,3,Same as billing,Edge,4035.911066735681,4,1.0
111,1119,1,electronics,71,F,Mumbai,mobile,upi,139.7.133.100,Pune,2026-02-07 17:45:00,9,Same as billing,Chrome,15375.810276511396,4,0.0
112,1162,1,electronics,50,F,Mumbai,tablet,net_banking,198.18.97.175,Bangalore,2025-10-15 10:45:00,2,Same as billing,Chrome,23399.35109982566,13,0.0
113,4804,6,mobile_recharge,22,M,Chennai,tablet,debit_card,72.142.72.99,Bangalore,2025-12-07 11:00:00,5,Same as billing,Firefox,5944.781037363306,14,1.0
114,6363,0,mobile_recharge,36,F,Delhi,mobile,credit_card,220.200.100.156,Lucknow,2025-11-21 02:00:00,9,Different,Safari,882.4214228757085,16,0.0
115,8705,5,books,21,F,Bangalore,mobile,upi,64.201.252.4,Ahmedabad,2025-12-12 09:15:00,3,Different,Safari,4387.881688717412,8,0.0
116,2954,5,clothing,60,M,Delhi,tablet,upi,225.130.223.201,Mumbai,2025-11-17 14:45:00,9,Different,Edge,9511.15323324568,20,0.0
117,3443,6,books,20,M,Kolkata,mobile,net_banking,61.217.13.154,Pune,2025-11-21 15:30:00,6,Different,Edge,4453.950348682713,10,0.0
118,1056,0,food_delivery,28,M,Bangalore,tablet,net_banking,81.11.14.132,Lucknow,2025-10-25 00:30:00,6,Different,Edge,10785.289156165603,13,1.0
119,8212,3,groceries,46,F,Bangalore,tablet,net_banking,92.197.62.146,Kolkata,2025-11-21 09:45:00,4,Different,Safari,137241.44211415038,0,1.0
120,9143,3,groceries,42,M,Chennai,mobile,credit_card,203.166.133.31,Kolkata,2025-11-28 08:45:00,2,Same as billing,Chrome,3600.4583686860574,1,0.0
121,8233,6,food_delivery,62,M,Delhi,tablet,net_banking,1.243.2.4,Delhi,2025-10-25 16:15:00,6,Different,Edge,383.2801642417687,9,0.0
122,6443,4,mobile_recharge,18,F,Hyderabad,desktop,debit_card,126.37.15.111,Pune,2026-01-09 13:45:00,6,Same as billing,Safari,7184.974647995741,0,1.0
123,8565,2,food_delivery,23,F,Chennai,mobile,wallet,215.81.125.112,Kolkata,2025-12-02 22:30:00,2,Different,Edge,6943.168878715149,4,1.0
124,3569,1,groceries,26,F,Kolkata,desktop,debit_card,53.4.145.166,Kolkata,2026-01-30 21:45:00,6,Different,Chrome,2757.852229937274,20,0.0
125,6252,6,groceries,58,F,Kolkata,mobile,wallet,139.243.39.45,Ahmedabad,2026-01-03 09:30:00,3,Different,Edge,17471.486801500265,3,1.0
126,2298,3,clothing,30,M,Bangalore,tablet,net_banking,103.54.248.98,Bangalore,2025-10-18 16:15:00,9,Same as billing,Edge,11848.539423480162,18,0.0
127,6269,5,groceries,68,M,Kolkata,desktop,wallet,83.175.166.114,Chennai,2025-11-24 02:30:00,4,Same as billing,Firefox,7148.829474118405,18,1.0
128,8155,3,food_delivery,79,M,Bangalore,tablet,credit_card,120.163.215.111,Hyderabad,2025-12-07 20:15:00,5,Different,Chrome,13168.316053215187,2,1.0
129,845,1,food_delivery,46,F,Pune,desktop,net_banking,116.87.17.247,Pune,2026-01-14 05:45:00,1,Same as billing,Safari,7055.369282413983,17,1.0
130,3238,6,mobile_recharge,44,M,Pune,mobile,upi,163.158.63.140,Pune,2025-10-28 04:30:00,2,Same as billing,Firefox,846.3282925539378,20,0.0
131,5665,0,food_delivery,58,M,Mumbai,desktop,net_banking,210.116.205.64,Lucknow,2025-11-08 13:30:00,3,Different,Chrome,2186.2533891359826,19,0.0
132,1191,5,clothing,21,M,Kolkata,desktop,upi,110.168.156.189,Lucknow,2026-01-30 06:00:00,7,Different,Firefox,12579.675074103516,15,0.0
133,4150,3,mobile_recharge,73,M,Bangalore,mobile,debit_card,190.106.16.177,Ahmedabad,2026-02-07 03:30:00,6,Same as billing,Safari,269.43131158093274,13,0.0
134,341,4,food_delivery,62,M,Pune,mobile,upi,172.33.43.145,Lucknow,2025-11-15 20:45:00,4,Different,Edge,11654.872864924891,1,1.0
135,3229,3,mobile_recharge,48,M,Delhi,desktop,credit_card,228.47.143.162,Chennai,2025-11-21 11:45:00,9,Same as billing,Edge,1835.6066668936853,16,1.0
136,8711,0,groceries,38,F,Bangalore,desktop,wallet,221.249.21.247,Hyderabad,2025-12-01 04:15:00,2,Same as billing,Chrome,16037.484213300266,3,1.0
137,5068,1,groceries,66,F,Mumbai,mobile,debit_card,54.34.165.244,Hyderabad,2025-11-09 10:30:00,5,Same as billing,Edge,60565.68376399377,11,0.0
138,3039,3,electronics,47,M,Kolkata,mobile,credit_card,126.68.253.234,Lucknow,2026-01-18 10:00:00,9,Same as billing,Edge,8224.41320998634,21,0.0
139,4890,0,groceries,56,M,Chennai,tablet,upi,129.6.139.17,Lucknow,2025-11-04 02:30:00,9,Same as billing,Firefox,1802.3345094061515,14,0.0
140,8895,5,electronics,65,M,Pune,tablet,debit_card,13.13.120.48,Kolkata,2025-12-29 19:15:00,8,Different,Firefox,77066.05105354065,3,1.0
141,6427,0,groceries,47,F,Bangalore,mobile,upi,165.95.44.87,Hyderabad,2025-11-20 13:45:00,7,Different,Edge,1046.524722093492,14,0.0
142,104,5,clothing,61,M,Delhi,tablet,wallet,29.38.207.186,Jaipur,2025-10-10 21:15:00,7,Different,Edge,3673.5806334441745,21,0.0
143,4568,1,electronics,63,M,Pune,desktop,credit_card,249.167.1.47,Chennai,2025-10-13 12:00:00,2,Different,Edge,10619.209206566786,11,0.0
144,5328,6,books,43,F,Delhi,mobile,net_banking,227.152.35.247,Mumbai,2026-02-05 00:15:00,4,Different,Edge,141336.40275769838,0,1.0
145,1774,0,mobile_recharge,71,F,Pune,tablet,wallet,58.222.123.137,Kolkata,2025-12-09 12:00:00,7,Same as billing,Safari,2870.7192794556686,3,1.0
146,709,2,groceries,65,F,Chennai,mobile,net_banking,154.166.235.92,Delhi,2025-11-27 21:45:00,3,Different,Firefox,2250.0619553128613,17,0.0
147,4376,0,electronics,56,M,Kolkata,desktop,wallet,76.219.252.47,Chennai,2025-11-12 08:00:00,1,Same as billing,Firefox,118546.36611357733,15,1.0
148,4901,1,clothing,23,F,Hyderabad,tablet,credit_card,179.247.26.217,Hyderabad,2026-02-08 18:45:00,7,Same as billing,Chrome,8592.614905530085,23,1.0
149,8364,1,mobile_recharge,39,F,Mumbai,desktop,net_banking,192.30.170.78,Jaipur,2025-10-28 05:00:00,1,Different,Safari,2675.9397675150835,4,1.0
150,3446,6,mobile_recharge,26,M,Delhi,tablet,net_banking,66.117.248.203,Jaipur,2026-01-02 09:00:00,8,Same as billing,Edge,8134.250426449761,5,1.0
151,7930,4,electronics,20,F,Kolkata,mobile,upi,83.231.37.17,Kolkata,2025-10-14 18:45:00,4,Different,Edge,56963.47310500177,20,1.0
152,6317,3,food_delivery,57,M,Hyderabad,desktop,credit_card,17.57.24.173,Mumbai,2026-01-09 03:15:00,9,Different,Firefox,7690.01028349682,13,1.0
153,732,6,mobile_recharge,73,M,Chennai,tablet,net_banking,250.105.163.5,Kolkata,2026-01-10 06:15:00,5,Same as billing,Edge,1621.0218714824537,14,1.0
154,8564,4,groceries,54,M,Kolkata,tablet,net_banking,222.254.205.152,Jaipur,2025-11-22 07:45:00,2,Different,Safari,1330.292196124356,3,0.0
155,4495,0,mobile_recharge,31,F,Kolkata,mobile,upi,136.115.12.67,Kolkata,2026-01-29 18:45:00,1,Different,Safari,7316.353414730692,23,1.0
156,3583,4,electronics,63,M,Kolkata,desktop,debit_card,6.52.73.134,Chennai,2025-12-16 05:45:00,4,Same as billing,Safari,152041.9345899796,16,1.0
157,2427,6,groceries,33,F,Kolkata,tablet,wallet,91.161.97.147,Pune,2025-12-24 03:30:00,3,Same as billing,Firefox,20847.410142464454,11,0.0
158,6565,1,mobile_recharge,43,F,Chennai,mobile,upi,103.44.254.102,Kolkata,2025-11-08 07:00:00,1,Same as billing,Chrome,276.1686027867293,6,0.0
159,1202,5,electronics,52,F,Pune,desktop,net_banking,70.170.183.238,Lucknow,2025-11-10 08:45:00,6,Different,Edge,8856.420961626472,8,0.0
160,8546,1,groceries,54,M,Bangalore,mobile,wallet,235.179.192.243,Kolkata,2025-12-11 01:15:00,1,Different,Edge,23900.102866773545,1,0.0
161,5347,3,electronics,19,F,Bangalore,mobile,upi,44.131.126.28,Mumbai,2026-01-01 09:00:00,2,Different,Edge,27918.70360274528,20,1.0
162,5124,0,books,19,F,Pune,tablet,credit_card,115.150.154.254,Jaipur,2025-12-24 19:30:00,4,Same as billing,Chrome,89228.21299230852,10,0.0
163,3796,6,food_delivery,22,F,Kolkata,mobile,credit_card,79.67.123.188,Jaipur,2025-11-11 17:45:00,4,Different,Firefox,9793.799088879834,20,1.0
164,1195,3,groceries,19,M,Bangalore,tablet,wallet,168.132.231.150,Pune,2025-12-20 03:30:00,6,Different,Safari,8101.9189552811,15,0.0
165,9709,0,groceries,45,M,Mumbai,mobile,net_banking,119.33.23.178,Lucknow,2025-12-16 21:15:00,3,Different,Edge,4242.7663118995215,8,0.0
166,8780,2,books,36,M,Delhi,desktop,debit_card,59.2.159.22,Lucknow,2025-10-20 03:15:00,8,Same as billing,Safari,13300.678849989023,22,1.0
167,355,6,mobile_recharge,32,F,Hyderabad,desktop,debit_card,161.71.126.141,Delhi,2025-10-13 17:45:00,9,Different,Edge,7770.533145512668,1,1.0
168,3485,0,clothing,48,M,Bangalore,tablet,net_banking,161.108.255.202,Lucknow,2025-10-07 04:45:00,4,Same as billing,Edge,10133.17151890828,9,0.0
169,6220,0,groceries,38,M,Pune,tablet,wallet,59.109.81.124,Ahmedabad,2025-12-04 10:00:00,4,Different,Firefox,38293.476093178186,2,1.0
