transaction_id,user_id,day_of_week,category,age,gender,country,device,payment_method,ip_address,location,transaction_time,item_quantity,shipping_address,browser_info,amount,hour,is_fraud
46,5493,3,books,65,F,Hyderabad,desktop,debit_card,3.36.30.117,Delhi,2025-10-07 09:45:00,4,Different,Safari,3789.6048661420646,6,0.0
47,9479,6,clothing,76,M,Kolkata,tablet,upi,153.12.68.138,Hyderabad,2025-11-26 04:45:00,5,Same as billing,Chrome,4076.811466020907,3,0.0
48,8375,2,mobile_recharge,58,F,Bangalore,desktop,net_banking,213.77.218.130,Hyderabad,2025-11-12 02:15:00,4,Different,Firefox,85176.88867683025,7,0.0
49,7695,0,clothing,57,M,Mumbai,mobile,net_banking,142.45.84.12,Chennai,2025-10-25 08:00:00,5,Same as billing,Firefox,4936.191735934241,22,0.0
50,8605,5,groceries,37,F,Chennai,desktop,wallet,157.212.123.2,Mumbai,2025-10-31 00:00:00,9,Same as billing,Chrome,4685.973699503771,11,0.0
51,2193,4,clothing,42,F,Hyderabad,mobile,net_banking,244.175.13.71,Kolkata,2025-11-14 18:45:00,8,Different,Safari,4802.207597114525,19,0.0
52,2422,6,clothing,78,M,Mumbai,desktop,debit_card,68.249.73.239,Mumbai,2026-01-01 07:00:00,6,Different,Chrome,1148.9661506485968,9,0.0
53,964,4,food_delivery,41,F,Hyderabad,desktop,debit_card,243.26.208.15,Kolkata,2025-11-28 00:15:00,9,Different,Chrome,4268.9836316387655,18,0.0
54,398,3,clothing,60,F,Delhi,mobile,upi,158.135.83.217,Delhi,2025-12-30 15:45:00,8,Different,Safari,11886.364233724098,15,0.0
55,2590,0,clothing,70,F,Mumbai,tablet,upi,198.133.186.134,Delhi,2025-11-07 14:00:00,2,Same as billing,Firefox,188187.03673392936,20,1.0
56,9090,2,clothing,53,M,Bangalore,tablet,upi,116.139.136.54,Delhi,2025-12-28 16:30:00,3,Same as billing,Chrome,4874.04074229417,22,0.0
57,1237,4,groceries,60,M,Kolkata,tablet,upi,223.33.87.11,Pune,2025-11-07 15:45:00,2,Same as billing,Firefox,882.6462394390019,8,0.0
58,9955,2,food_delivery,76,M,Delhi,desktop,wallet,33.57.199.98,Ahmedabad,2026-01-15 13:45:00,8,Same as billing,Firefox,131.12566830545924,12,0.0
59,3300,5,clothing,49,F,Mumbai,mobile,net_banking,238.18.183.245,Hyderabad,2025-11-02 12:15:00,8,Different,Firefox,766.3107817388525,12,0.0
60,3931,5,mobile_recharge,60,F,Pune,mobile,net_banking,142.160.50.177,Mumbai,2025-11-03 00:00:00,7,Same as billing,Safari,2886.662650355716,20,0.0
61,1486,3,clothing,68,M,Bangalore,tablet,net_banking,34.60.94.162,Pune,2025-10-19 09:00:00,5,Different,Edge,4363.177661539857,22,0.0
62,4608,1,clothing,75,F,Mumbai,tablet,wallet,171.138.62.98,Mumbai,2025-12-28 23:30:00,1,Same as billing,Chrome,307431.58276746765,23,1.0
63,9162,3,electronics,52,F,Bangalore,desktop,upi,203.24.121.24,Jaipur,2025-12-09 07:15:00,4,Different,Chrome,22795.22547853145,9,0.0
64,8254,3,books,54,F,Chennai,mobile,credit_card,25.127.62.233,Jaipur,2025-10-08 02:45:00,3,Different,Firefox,1059.4859223773879,19,0.0
65,9105,4,groceries,70,F,Hyderabad,mobile,credit_card,125.241.39.159,Ahmedabad,2025-10-20 16:45:00,4,Same as billing,Safari,679.1340223136258,18,0.0
66,8072,1,groceries,22,M,Chennai,tablet,credit_card,250.225.84.34,Jaipur,2025-12-31 06:45:00,1,Different,Edge,1774.5514588007459,14,0.0
67,2900,0,groceries,33,M,Bangalore,desktop,debit_card,144.217.201.36,Chennai,2025-11-04 16:15:00,5,Different,Edge,4526.543476004184,8,0.0
68,125,5,electronics,64,F,Delhi,mobile,upi,56.3.2.229,Hyderabad,2026-01-16 14:15:00,5,Different,Edge,4088.8972189715314,19,0.0
69,3834,3,food_delivery,48,M,Hyderabad,tablet,net_banking,209.209.117.248,Chennai,2025-12-10 21:45:00,8,Different,Safari,6255.326711571325,12,0.0
70,4100,1,clothing,46,F,Hyderabad,tablet,credit_card,99.55.118.109,Kolkata,2025-11-05 23:00:00,9,Same as billing,Edge,7200.510144360147,3,1.0
71,9141,4,electronics,28,M,Pune,desktop,debit_card,4.61.5.110,Mumbai,2025-12-01 10:45:00,9,Same as billing,Safari,4807.859104060702,5,0.0
72,5970,2,books,76,F,Kolkata,tablet,credit_card,137.209.10.4,Lucknow,2025-10-15 07:45:00,3,Same as billing,Firefox,329209.4899292967,2,1.0
73,4387,1,electronics,50,F,Pune,mobile,upi,159.40.152.152,Pune,2025-11-13 04:30:00,2,Same as billing,Chrome,4828.59737041629,9,0.0
74,8867,5,electronics,50,F,Kolkata,tablet,net_banking,143.192.30.51,Delhi,2025-11-06 03:30:00,4,Same as billing,Chrome,13608.460089451317,12,1.0
75,8415,6,electronics,78,F,Mumbai,tablet,wallet,224.204.101.105,Lucknow,2025-11-06 11:45:00,8,Same as billing,Safari,11834.861892882409,1,1.0
76,3134,6,mobile_recharge,48,F,Bangalore,mobile,net_banking,67.82.19.244,Delhi,2025-12-31 04:30:00,3,Different,Chrome,1839.2281448573078,21,0.0
77,7963,2,electronics,65,F,Pune,desktop,wallet,225.84.117.39,Pune,2025-10-17 02:45:00,8,Same as billing,Firefox,4363.543392427971,21,0.0
78,4877,1,food_delivery,67,M,Pune,tablet,credit_card,37.204.24.64,Hyderabad,2025-12-15 15:45:00,1,Different,Chrome,6427.890755759413,3,1.0
79,7564,1,groceries,47,F,Hyderabad,tablet,debit_card,143.117.28.121,Hyderabad,2026-01-04 07:45:00,5,Different,Firefox,18017.499619912793,7,0.0
80,4506,4,mobile_recharge,42,M,Bangalore,tablet,upi,167.196.143.112,Hyderabad,2025-10-28 01:00:00,2,Different,Safari,3644.3004663241854,7,0.0
81,8223,1,groceries,45,M,Mumbai,tablet,upi,148.51.203.138,Hyderabad,2026-01-09 07:30:00,2,Different,Chrome,1075.7237977788868,21,0.0
82,5888,2,groceries,33,M,Pune,tablet,debit_card,236.228.183.156,Kolkata,2025-10-16 22:00:00,9,Same as billing,Safari,4430.974246470039,7,0.0
83,5702,0,mobile_recharge,76,F,Hyderabad,mobile,upi,63.120.99.165,Delhi,2025-12-01 19:45:00,1,Same as billing,Chrome,540.436520711678,7,0.0
84,8243,1,mobile_recharge,22,M,Bangalore,mobile,wallet,246.247.84.24,Jaipur,2025-11-16 04:15:00,6,Same as billing,Edge,4046.8804840412417,7,0.0
85,1303,3,mobile_recharge,34,M,Mumbai,desktop,wallet,123.32.178.207,Jaipur,2025-12-07 01:15:00,9,Different,Chrome,21828.390229224326,19,0.0
86,6146,6,mobile_recharge,69,M,Delhi,tablet,debit_card,157.33.185.161,Ahmedabad,2025-11-08 18:15:00,1,Different,Chrome,18707.01836861624,9,0.0
87,8684,4,clothing,20,M,Delhi,mobile,credit_card,250.59.166.191,Ahmedabad,2025-11-10 10:15:00,8,Different,Safari,2357.0214526787795,5,0.0
88,2554,6,groceries,72,M,Chennai,mobile,wallet,235.19.204.221,Jaipur,2025-11-07 07:30:00,7,Same as billing,Edge,105.0076784090711,7,0.0
89,9144,6,electronics,28,F,Hyderabad,tablet,net_banking,142.113.171.114,Chennai,2026-01-08 18:15:00,9,Different,Firefox,93209.382324114,0,1.0
90,323,1,mobile_recharge,75,F,Kolkata,desktop,credit_card,32.108.152.145,Chennai,2025-12-26 22:30:00,2,Different,Firefox,4593.338750133127,10,0.0
91,4755,5,clothing,41,F,Bangalore,tablet,wallet,135.113.152.118,Chennai,2025-12-23 11:30:00,2,Same as billing,Safari,2390.182093965954,11,0.0
92,7165,2,groceries,78,F,Delhi,tablet,wallet,58.0.54.36,Bangalore,2025-12-28 17:30:00,5,Different,Chrome,5613.072269371578,5,1.0
93,1777,2,electronics,77,M,Chennai,mobile,credit_card,112.126.223.197,Mumbai,2026-01-11 05:30:00,2,Different,Edge,2141.8245102317524,19,0.0
94,788,0,mobile_recharge,26,M,Bangalore,mobile,debit_card,85.172.215.207,Delhi,2025-10-18 00:00:00,3,Different,Safari,9932.432646290807,9,0.0
95,1909,4,clothing,66,F,Hyderabad,tablet,net_banking,229.10.251.176,Pune,2025-11-08 20:30:00,3,Different,Chrome,41735.19111940352,4,0.0
96,5588,3,food_delivery,77,M,Kolkata,mobile,wallet,34.134.11.203,Ahmedabad,2025-11-15 10:45:00,6,Same as billing,Chrome,3726.299549550883,21,0.0
97,8053,5,electronics,56,M,Delhi,desktop,debit_card,13.173.56.6,Ahmedabad,2026-01-10 17:15:00,9,Different,Chrome,37990.688484352475,22,1.0
98,4323,2,mobile_recharge,21,F,Kolkata,mobile,credit_card,3.247.245.187,Mumbai,2025-12-27 12:15:00,7,Same as billing,Safari,248.44054836889634,17,0.0
99,9210,5,mobile_recharge,46,F,Bangalore,desktop,credit_card,231.144.177.65,Kolkata,2025-12-24 12:45:00,2,Same as billing,Chrome,4914.474092490915,1,0.0
100,3777,4,books,59,F,Chennai,tablet,credit_card,48.226.77.119,Delhi,2025-12-21 07:45:00,8,Different,Chrome,3900.3818142424207,22,0.0
101,5685,3,clothing,34,F,Pune,mobile,net_banking,134.225.238.134,Lucknow,2025-10-14 23:00:00,6,Same as billing,Chrome,2161.3685868437706,23,1.0
102,6854,5,electronics,50,F,Pune,mobile,credit_card,237.9.110.41,Delhi,2025-11-28 06:45:00,1,Different,Firefox,4791.468090646265,9,0.0
103,2942,4,mobile_recharge,20,M,Bangalore,mobile,debit_card,214.193.78.56,Bangalore,2025-11-27 01:45:00,1,Same as billing,Safari,10187.170225622122,2,1.0
104,486,3,books,76,F,Pune,mobile,debit_card,151.206.54.227,Ahmedabad,2025-12-30 07:15:00,1,Different,Chrome,31996.794315462186,4,1.0
105,664,5,mobile_recharge,67,M,Mumbai,desktop,net_banking,96.189.134.201,Kolkata,2025-12-17 06:45:00,7,Same as billing,Edge,1718.4687323792425,2,0.0
106,2379,4,groceries,38,M,Kolkata,tablet,upi,75.142.68.138,Kolkata,2025-10-29 13:15:00,9,Different,Safari,45217.24789664033,0,1.0
107,7251,4,mobile_recharge,49,F,Chennai,desktop,wallet,41.240.33.85,Bangalore,2025-10-26 09:30:00,7,Same as billing,Chrome,16572.95465380195,14,0.0
108,5419,3,groceries,27,M,Chennai,desktop,debit_card,169.242.28.226,Ahmedabad,2025-12-27 18:30:00,4,Different,Safari,4512.392100878946,9,0.0
109,5740,6,clothing,35,F,Chennai,desktop,wallet,80.89.247.150,Lucknow,2026-01-10 00:45:00,6,Different,Chrome,301147.3899669459,5,1.0
110,6743,1,electronics,52,M,Delhi,desktop,upi,55.196.219.102,Ahmedabad,2025-10-31 09:00:00,5,Different,Chrome,3122.5606875538733,5,0.0
111,5174,3,books,71,M,Mumbai,desktop,credit_card,116.116.89.153,Delhi,2025-12-03 13:45:00,9,Same as billing,Safari,2369.390972718262,5,0.0
112,3583,5,electronics,66,F,Kolkata,mobile,debit_card,6.52.73.134,Hyderabad,2025-12-16 05:45:00,6,Different,Firefox,4562.12964068718,19,0.0
113,4778,3,electronics,27,F,Delhi,desktop,debit_card,10.134.120.34,Hyderabad,2025-11-17 16:45:00,8,Different,Edge,2454.323089066036,6,0.0
114,3795,5,clothing,51,M,Kolkata,desktop,upi,131.25.187.113,Pune,2025-10-18 16:45:00,1,Same as billing,Firefox,26591.197353223142,0,1.0
115,970,4,groceries,29,F,Kolkata,tablet,upi,201.117.200.155,Mumbai,2026-01-05 17:15:00,7,Different,Firefox,10865.407705089452,23,0.0
116,3015,5,mobile_recharge,38,M,Chennai,mobile,upi,202.245.77.227,Pune,2025-11-18 04:15:00,9,Same as billing,Chrome,94754.0055568016,0,1.0
117,1821,0,groceries,44,F,Hyderabad,mobile,upi,197.132.135.226,Mumbai,2025-12-25 14:00:00,9,Same as billing,Safari,1034.0492451413115,16,0.0
118,4877,4,mobile_recharge,58,F,Mumbai,mobile,debit_card,115.137.31.77,Bangalore,2025-10-14 23:15:00,6,Different,Chrome,3034.1525158290665,15,0.0
119,3490,2,groceries,40,F,Pune,tablet,net_banking,58.92.165.219,Delhi,2025-10-31 10:00:00,4,Different,Edge,342362.5510975206,3,1.0
120,3291,5,books,66,F,Mumbai,tablet,debit_card,25.56.63.69,Kolkata,2025-11-18 09:45:00,3,Same as billing,Firefox,2620.1922847677893,12,0.0
121,5935,0,clothing,26,F,Bangalore,mobile,net_banking,166.154.208.4,Hyderabad,2025-12-21 04:00:00,2,Different,Edge,18542.446746091184,12,0.0
122,3905,6,food_delivery,31,M,Bangalore,desktop,upi,170.23.78.180,Delhi,2025-11-19 22:00:00,9,Different,Edge,2602.2329431860626,19,1.0
123,9321,5,electronics,22,M,Hyderabad,mobile,net_banking,63.118.174.128,Hyderabad,2025-12-28 20:00:00,8,Same as billing,Firefox,9142.088127147268,17,1.0
124,7155,5,clothing,74,M,Chennai,tablet,debit_card,96.189.12.162,Ahmedabad,2025-12-08 04:30:00,8,Different,Chrome,1454.5337457083203,16,0.0
125,5185,0,mobile_recharge,67,M,Mumbai,tablet,credit_card,57.136.4.155,Ahmedabad,2025-11-10 21:30:00,8,Same as billing,Safari,6472.7812606768275,12,0.0
126,3317,0,groceries,40,M,Delhi,desktop,wallet,182.217.244.96,Kolkata,2025-11-24 21:45:00,4,Same as billing,Firefox,4485.87521350836,18,0.0
127,3683,6,food_delivery,34,F,Delhi,desktop,wallet,157.222.197.228,Hyderabad,2025-11-11 09:45:00,1,Different,Safari,4184.601701355385,10,0.0
128,1305,2,clothing,25,F,Mumbai,desktop,debit_card,91.24.150.192,Delhi,2025-11-18 12:15:00,2,Same as billing,Edge,37069.02174447618,1,1.0
129,1763,6,mobile_recharge,47,M,Mumbai,mobile,credit_card,93.193.45.133,Lucknow,2026-01-10 07:15:00,2,Different,Edge,2882.5809049864915,22,0.0
130,160,5,electronics,19,F,Pune,desktop,credit_card,106.25.94.75,Lucknow,2025-10-19 18:00:00,7,Same as billing,Firefox,9968.759059000826,1,1.0
131,4410,2,clothing,19,F,Bangalore,mobile,wallet,123.216.89.79,Kolkata,2025-12-11 13:00:00,3,Same as billing,Chrome,16263.987207672239,11,0.0
132,9596,2,electronics,39,M,Kolkata,mobile,wallet,232.184.114.73,Kolkata,2025-11-08 12:30:00,5,Same as billing,Safari,38087.137183907325,13,0.0
133,495,3,electronics,73,M,Hyderabad,mobile,debit_card,122.164.144.194,Bangalore,2025-10-12 07:30:00,7,Same as billing,Chrome,296047.4854068792,1,1.0
134,9369,2,clothing,70,M,Bangalore,desktop,net_banking,241.214.34.64,Chennai,2025-12-06 08:30:00,7,Same as billing,Firefox,2984.989298824984,14,0.0
135,2207,0,clothing,50,F,Mumbai,mobile,wallet,246.139.93.105,Mumbai,2025-12-31 05:15:00,4,Different,Safari,4522.147788140129,15,0.0
136,5894,4,food_delivery,39,M,Delhi,tablet,upi,116.118.59.194,Lucknow,2026-01-13 02:15:00,4,Same as billing,Safari,3084.8939507578352,8,0.0
137,5992,0,food_delivery,37,M,Pune,desktop,net_banking,194.89.154.207,Bangalore,2025-10-08 00:00:00,6,Different,Firefox,1863.1622537930205,12,0.0
138,7506,0,food_delivery,40,M,Chennai,mobile,net_banking,127.106.25.92,Delhi,2025-12-15 14:15:00,4,Different,Safari,30793.0218459877,8,1.0
139,5726,2,books,78,F,Pune,tablet,wallet,50.7.111.98,Pune,2025-10-22 18:00:00,5,Different,Safari,10699.201548127994,10,0.0
140,2435,5,clothing,67,M,Delhi,desktop,wallet,207.231.252.36,Delhi,2026-01-06 13:45:00,9,Same as billing,Edge,2165.1714030528283,4,1.0
141,306,1,food_delivery,63,F,Mumbai,desktop,debit_card,152.199.214.112,Jaipur,2025-10-08 05:45:00,6,Different,Safari,4397.350809703318,19,0.0
142,681,5,food_delivery,72,M,Delhi,mobile,debit_card,70.95.26.115,Chennai,2025-12-27 03:45:00,8,Same as billing,Edge,1756.3884442300396,7,0.0
143,5951,4,groceries,71,M,Delhi,desktop,credit_card,117.152.66.172,Hyderabad,2025-12-13 21:15:00,2,Different,Safari,8764.655805350594,5,0.0
144,7834,3,electronics,73,F,Kolkata,tablet,upi,43.248.35.64,Delhi,2025-10-07 08:15:00,3,Different,Safari,3539.8839033539175,22,0.0
145,7810,1,mobile_recharge,53,M,Hyderabad,desktop,net_banking,34.239.25.25,Jaipur,2025-12-28 03:45:00,9,Same as billing,Safari,3453.9504252435,9,0.0
146,9357,5,electronics,46,F,Hyderabad,tablet,wallet,109.197.57.244,Lucknow,2025-12-17 03:30:00,3,Same as billing,Edge,3683.3158525255067,11,0.0
147,9390,5,electronics,30,F,Hyderabad,mobile,credit_card,219.227.137.198,Bangalore,2025-12-02 11:15:00,9,Same as billing,Safari,15665.874102942156,16,0.0
148,9014,6,clothing,19,F,Kolkata,tablet,credit_card,67.87.14.17,Kolkata,2025-10-18 03:00:00,7,Same as billing,Chrome,1342.251494014735,17,0.0
149,4905,6,mobile_recharge,32,M,Chennai,mobile,net_banking,38.232.141.218,Delhi,2025-10-21 00:45:00,5,Different,Firefox,273872.20682651555,1,1.0
150,8005,5,clothing,28,F,Mumbai,mobile,debit_card,151.90.42.193,Hyderabad,2025-11-25 10:45:00,8,Different,Firefox,4386.903089498877,9,0.0
151,3041,0,food_delivery,68,F,Bangalore,tablet,upi,209.111.128.153,Lucknow,2025-12-08 13:15:00,5,Different,Chrome,236861.55755691972,17,1.0
152,7827,3,electronics,79,M,Pune,tablet,wallet,88.217.14.131,Kolkata,2025-12-08 21:45:00,5,Different,Firefox,3125.1376925738577,7,0.0
153,3174,5,mobile_recharge,36,M,Delhi,mobile,credit_card,87.92.114.178,Kolkata,2025-11-15 18:15:00,3,Different,Edge,58857.899583392544,3,1.0
154,9879,3,mobile_recharge,69,M,Delhi,desktop,upi,95.16.130.27,Lucknow,2026-01-02 23:30:00,5,Different,Edge,266606.7424113455,13,1.0
155,5552,3,mobile_recharge,53,F,Mumbai,tablet,wallet,20.97.152.94,Pune,2025-11-30 21:15:00,2,Same as billing,Safari,3793.860916095421,12,0.0
156,1456,4,books,35,F,Delhi,mobile,debit_card,201.237.220.53,Bangalore,2025-12-17 20:15:00,1,Same as billing,Edge,63485.70797248488,11,0.0
157,4306,3,food_delivery,43,M,Chennai,tablet,wallet,29.70.100.40,Pune,2025-12-01 07:15:00,1,Same as billing,Firefox,4131.739308432881,16,0.0
158,4758,3,clothing,19,M,Chennai,tablet,upi,9.57.185.157,Pune,2025-10-07 07:45:00,5,Same as billing,Safari,375.95492860579145,14,0.0
159,4325,5,clothing,63,F,Mumbai,mobile,upi,248.51.105.195,Bangalore,2025-12-05 02:30:00,6,Same as billing,Edge,15419.589087904886,7,0.0
160,9204,6,clothing,61,M,Hyderabad,mobile,net_banking,177.179.78.200,Bangalore,2025-11-21 16:30:00,2,Different,Firefox,5046.4383064277645,5,1.0
161,2834,2,clothing,18,F,Kolkata,mobile,debit_card,152.101.78.191,Delhi,2025-10-07 07:15:00,1,Different,Chrome,16915.454153260947,13,0.0
162,5147,2,books,19,M,Pune,tablet,wallet,46.59.190.0,Mumbai,2025-11-19 18:30:00,9,Different,Firefox,56459.809774044035,7,0.0
163,8167,4,groceries,32,F,Hyderabad,desktop,debit_card,192.163.7.68,Kolkata,2025-12-24 04:45:00,7,Same as billing,Chrome,19503.676619939903,15,1.0
164,2932,1,food_delivery,21,M,Hyderabad,desktop,wallet,182.114.89.193,Chennai,2025-10-14 15:45:00,2,Different,Chrome,22450.280309463353,11,0.0
165,945,6,mobile_recharge,19,M,Delhi,desktop,debit_card,23.150.227.71,Jaipur,2025-10-28 12:45:00,4,Same as billing,Edge,4444.915773662102,6,0.0
166,2831,0,mobile_recharge,79,F,Delhi,tablet,debit_card,217.112.90.237,Chennai,2025-10-08 02:30:00,8,Same as billing,Firefox,4125.536906021733,6,0.0
167,307,1,food_delivery,52,F,Pune,mobile,credit_card,240.66.73.243,Jaipur,2026-01-15 11:00:00,9,Different,Chrome,4329.500896518322,15,0.0
168,2596,2,books,30,M,Chennai,tablet,upi,246.201.181.131,Jaipur,2026-01-07 15:30:00,8,Different,Safari,409.51507974117936,17,0.0
169,5535,5,clothing,22,F,Chennai,desktop,net_banking,177.233.193.213,Bangalore,2025-12-29 13:00:00,2,Same as billing,Chrome,25722.836234025955,12,1.0
